,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
369,,,Choszczno,87,,Choszczno,15733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,,Chotcza,78,,Chotcza,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,,Chotylub,80,,Chotylub,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,Chrostkowo,73,,Chrostkowo,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,Chrościna,79,,Chrościna,1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,Chruszczobród,83,,Chruszczobród,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,Chrzanów,77,,Chrzanów,39973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,Chrzanów,75,,Chrzanów,3506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,Chrzypsko Wielkie,86,,Chrzypsko Wielkie,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,Chrząstowice,79,,Chrząstowice,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,Chróścice,79,,Chróścice,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,Chróścina,72,,Chróścina,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,Chróścina,79,,Chróścina,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,Chwaszczyno,82,,Chwaszczyno,2678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,Chwałowice,80,,Chwałowice,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
