,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
162640,,,Tatranská Lomnica,05,,Tatranská Lomnica,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162705,,,Terchová,08,,Terchová,4073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162704,,,Tisovec,01,,Tisovec,4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162703,,,Tlmače,04,,Tlmače,4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162702,,,Topoľčany,04,,Topoľčany,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162639,,,Trebišov,03,,Trebišov,22947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162701,,,Trenčianske Teplice,06,,Trenčianske Teplice,4438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162700,,,Trenčín,06,,Trenčín,58278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162699,,,Trnava,07,,Trnava,69785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162698,,,Trstená,08,,Trstená,7461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162696,,,Turzovka,08,,Turzovka,7854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162697,,,Turčianske Teplice,08,,Turčianske Teplice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162695,,,Tvrdošín,08,,Tvrdošín,9544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162693,,,Veľký Krtíš,01,,Veľký Krtíš,12608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162692,,,Veľký Meder,07,,Veľký Meder,9113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162638,,,Vinné,03,,Vinné,1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162802,,,Vinosady,02,,Vinosady,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162691,,,Voznica,01,,Voznica,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162637,,,Vranov nad Topľou,05,,Vranov nad Topľou,23246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162636,,,Vrbov,05,,Vrbov,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162689,,,Vrbové,07,,Vrbové,6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162690,,,Vráble,04,,Vráble,9493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162688,,,Vrútky,08,,Vrútky,7298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162634,,,Vysoké Tatry,05,,Vysoké Tatry,4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162635,,,Vyšné Ružbachy,05,,Vyšné Ružbachy,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162800,,,Vágfüzes,04,,Vágfüzes,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162683,,,Zlaté Moravce,04,,Zlaté Moravce,15618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162682,,,Zvolen,01,,Zvolen,44502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162788,,,Čachtice,06,,Čachtice,3626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162787,,,Čadca,08,,Čadca,24670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162677,,,Čierna nad Tisou,03,,Čierna nad Tisou,4645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162786,,,Čierny Balog,01,,Čierny Balog,5234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162666,,,Ľubica,05,,Ľubica,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162722,,,Šahy,04,,Šahy,8061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162720,,,Šamorín,07,,Šamorín,12143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162721,,,Šaľa,04,,Šaľa,24513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162644,,,Štrba,05,,Štrba,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162711,,,Štúrovo,04,,Štúrovo,11708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162710,,,Šurany,04,,Šurany,10491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162687,,,Žarnovica,01,,Žarnovica,6596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162633,,,Ždiar,05,,Ždiar,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162632,,,Žehra,03,,Žehra,2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162686,,,Želiezovce,04,,Želiezovce,7522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162685,,,Žiar nad Hronom,01,,Žiar nad Hronom,19392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162684,,,Žilina,08,,Žilina,85985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
